entry_key	keywords	howpublished	journal	publisher	title	booktitle	link	url	doi	entry_type	author	editor	organization	school	institution	year	month	volume	number	pages	chapter	edition	series	address	annote	crossref	key	note	eprint	biburl	isbn	abstract
Kerrisk2010	linux			No Starch Press	The Linux Programming Interface: A Linux and UNIX System Programming Handbook		https://drive.google.com/file/d/1hJKLGe8_kOJhTW4m6e_iMdAyrFqdc2M8/view?usp=sharing	https://books.google.co.uk/books?id=5J9wmAEACAAJ		book	Michael  Kerrisk	Riley  Hoffman				2010							No Starch Press Series	San Fransico, CA 94103			isbn:9781593272203				9781593272203
LaTeX2020					New {\LaTeX} methods for authors (starting 2020)			https://www.latex-project.org/help/documentation/#general-documentation		manual			{\LaTeX} Project Team			2022	Feb										LaTeX2020		https://www.latex-project.org/help/documentation/usrguide3.pdf
